reference product,prod_category,prod_sub_category,ISIC_name,ISIC,CPC_name,CPC,code_EI
chlormequat chloride,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,c3d1eea6df63c970b2d148a4044ea39f
chlorpropham,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,294ee30e9559fc948c8bf12792c15a1f
daminozide,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,b5808891a1b2c045ad5bafb330dd12e4
dichlobenil,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,0af689d8c3cd1d2ee4de1afc2704dab7
ethephon,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,d1b585e8fa1cf89a4183d8fca28ec4c2
fluazifop-butyl,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,09639b65b09515144279a673c0022460
maleic hydrazide,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,1658d39a7b550620255c85f2dba03aee
mepiquat chloride,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,92dd14b1e1ba25f1c37380293c612117
metazachlor,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,ee183553fa054d71c655a7ffaf09b9b3
prohexadione calcium,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,aefb218774f25feef0fbaa03ed2f2eb1
sodium silver thiosulfate,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,c94de927ccbe6aad442f15d7c341e23b
triclopyr,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,2e0c959fedd7d092bd4cd2f1beeaeba8
trinexapac-ethyl,Chemical,Chemical products,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,4cea1d7ebeb390bcda03145957e35e73
[sulfonyl]urea-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,c084d691e605c0836ef10737de8de86c
[thio]carbamate-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,9296d45916e72787239f07b3a2c343a2
aclonifen,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,ad91803e49a19e598a409412f1490759
atrazine,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,146b79f58f6b5b43a7ac7f25a581c70d
benzimidazole-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,04a4c6847184387ed429a099bee6b15e
benzo[thia]diazole-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,fe91541b44f9ddda35368f884eda6103
benzoic-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,d193806115c06eaf2c2f737452880de3
bipyridylium-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,7d4f74b908d6140e2fea725652aad71c
chlorotoluron,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,30c01424d8c330a46e70707bfa3fd80d
dimethenamide,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,aee61accf4d8c1a53c46edc2fde9f099
diphenylether-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,5a46889ad7f4cbe5ff15546329b62e27
glyphosate,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,c5fe7ce98c638eccc231885f4229c54f
isoproturon,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,1da67b0834bd1565b977c9734f9e4c2c
mecoprop,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,b5424609a7989169e043838f49541164
metamitron,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,e5c089bf140832ec8a6afa62d70efee6
metolachlor,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,955dc1310cb3093f7f27fa7f748669c5
napropamide,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,a3b9e7693d7099294c1a726782134e43
orbencarb,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,f01e03d15d50c0b2bebc6591b360eb1b
pendimethalin,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,02c1f27f513213058b3801f0d435b486
phenoxy-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,f7ee607a833d46d28c5aee0b71e75660
prosulfocarb,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,2c098aaa3d5d25fcebb0e4553984b181
pyridazine-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,bd9b8d3e96a248ca2b54f9cb18c691e1
pyridine-compound,Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,a22a02dd02ec9472eb3f4438091c4b43
"triazine-compound, unspecified",Chemical,Chemical products,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,e3652780c59a09460d543e5bcd16ed4d
antifouling paint emissions,Chemical,Chemical products,Marine fishing,311, Hazardous pesticides,34666,9ee624998bd292cdc5c0f345ed22bf90
"polyethylene terephthalate, granulate, amorphous",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of ethylene, in primary forms",34710,00bb7bb1e9ee4ce8f1fa518615be4fb8
"polyethylene terephthalate, granulate, bottle grade",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of ethylene, in primary forms",34710,4863656d60beab84b62f95071966307e
"polyethylene, high density, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of ethylene, in primary forms",34710,63c28244556521707d14f68b2f4213fc
"polyethylene, linear low density, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of ethylene, in primary forms",34710,37588b45181e30ce26eabe789a20da95
"polyethylene, low density, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of ethylene, in primary forms",34710,aca520abff6171b96874e7130787de86
"polyethylene terephthalate, granulate, amorphous, recycled",PlastRub,Plastics & rubber products,Materials recovery,3830," Polymers of ethylene, in primary forms",34710,c4486573b6118e4ec70a305b4f605b1d
"polyethylene terephthalate, granulate, bottle grade, recycled",PlastRub,Plastics & rubber products,Materials recovery,3830," Polymers of ethylene, in primary forms",34710,e19c66abd7fb013397d13d845699495d
"polyethylene, high density, granulate, recycled",PlastRub,Plastics & rubber products,Materials recovery,3830," Polymers of ethylene, in primary forms",34710,5673378a0bf8c46e60538885dc69fd8c
styrene,PlastRub,Plastics & rubber products,Manufacture of basic chemicals,2011," Polymers of styrene, in primary forms",34720,a79b3bf317cec06cb2cb7abfe341c7e3
acrylonitrile-butadiene-styrene copolymer,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,2fe62d0f2f55a3e6a7213b8d6f590779
butadiene,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,7867e749a6dadd8a3394b5cc9ebfd80b
"polystyrene, expandable",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,9894053e8f716255ae3877d94810a1b8
"polystyrene, extruded",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,ad2e92faf937b727ec92ce44552f70de
"polystyrene, general purpose",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,d893307ff3b976dc48b2172849f3d5c7
"polystyrene, high impact",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,305a627e3d46c6a1b2768c75fbd63e60
styrene-acrylonitrile copolymer,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of styrene, in primary forms",34720,c130cb660070f48e389d7f3a165abded
"polyvinylchloride, bulk polymerised",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,52280a4766ace35808d0cb843ab52937
"polyvinylchloride, emulsion polymerised",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,b445d19cb59117082dcc9a83728f1c61
"polyvinylchloride, suspension polymerised",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,079b7561ff28ddb6ebf8351276e6b021
polyvinylfluoride,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,fb0903d3fd23c829a5ee7b37edf3197f
"polyvinylfluoride, dispersion",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,0abcffcbb0fa170aee8f989bc643e5db
"polyvinylidenchloride, granulate",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,2ea191cde0116d8348cf33b8caa20d9f
tetrafluoroethylene,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,4bb95477cc9654221f5a88c3128d2fb1
"tetrafluoroethylene film, on glass",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,e94636e0f3983dcfbe75f4205387b47f
vinyl chloride,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polymers of vinyl chloride or other halogenated olefins, in primary forms",34730,866dbbe340b26afc14e13c2a31db22af
"epoxy resin, liquid",PlastRub,Plastics & rubber products,Manufacture of basic chemicals,2011," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,d55051bc7422113a1e0cee2d58b13e5e
dicyclopentadiene based unsaturated polyester resin,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,da7ed3dfdda4295c3b71f6cf4302b336
"epoxy resin insulator, Al2O3",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,0c0e0910dca40661b2cde9a8cb07dbac
"epoxy resin insulator, SiO2",PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,af3893092bdd73fb2554bfee99d9402f
isophthalic acid based unsaturated polyester resin,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,c6016576718559a99e56976da5300aa6
maleic unsaturated polyester resin,PlastRub,Plastics & rubber products,Manufacture of plastics and synthetic rubber in primary forms,2013," Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]",34740,64c3cc1aabfd4f267dd10c8ce71e74af
